tempo,v_medio,v_tipo1,v_tipo2,segregacao_global,segregacao_1,segregacao_2,segregacao_3,segregacao_4,segregacao_5,segregacao_6,segregacao_7,segregacao_8,segregacao_9,segregacao_10,axial_1,axial_2,axial_3,axial_4,axial_5,axial_6,axial_7,axial_8,axial_9,axial_10
0.1,0.058838283,0.058704568,0.058826565,0.312744917,0.437958474,0.448983926,0.466376687,0.467279461,0.465040287,0.467060114,0.462338688,0.466169579,0.466374083,0.440668497,0.065023029,0.090219453,0.107017069,0.11785424,0.120563533,0.12164725,0.115415876,0.10647521,0.090219453,0.065293958
0.2,0.058108893,0.05802242,0.058127569,0.367109926,0.449390202,0.457420599,0.476960811,0.474497278,0.477961372,0.47856781,0.4732988,0.476922328,0.459755516,0.452482031,0.065564888,0.090219453,0.106746139,0.118396099,0.119750745,0.121918179,0.115686806,0.106204281,0.090219453,0.065293958
0.3,0.057570948,0.057839802,0.057512882,0.395889477,0.461322786,0.47418256,0.478420908,0.483499434,0.484797401,0.48785146,0.485659806,0.475659885,0.471126843,0.469291871,0.065564888,0.090219453,0.106746139,0.118667028,0.119479816,0.121918179,0.115686806,0.106204281,0.090219453,0.065293958
0.4,0.055345699,0.056763672,0.055039453,0.385412298,0.437497447,0.471097365,0.478121286,0.476206595,0.480840231,0.484228771,0.463777777,0.473527,0.471166742,0.448189318,0.065564888,0.090219453,0.10647521,0.118937957,0.119479816,0.121918179,0.115686806,0.105933351,0.090490382,0.065293958
0.5,0.050272809,0.05208979,0.049880388,0.396174266,0.423320337,0.471867499,0.476532962,0.475280108,0.475538266,0.4795816,0.473876307,0.472555231,0.467558549,0.423407667,0.066106746,0.089948523,0.10647521,0.118667028,0.119479816,0.121918179,0.115686806,0.105933351,0.090490382,0.065293958
0.6,0.052358117,0.045059504,0.053934429,0.415217406,0.427582728,0.444724965,0.474994573,0.473378995,0.477398098,0.479373252,0.475993297,0.466276617,0.462776967,0.430765645,0.067190463,0.090761311,0.104849634,0.118937957,0.119208886,0.121376321,0.115686806,0.105120564,0.089677594,0.067190463
0.7,0.064998584,0.04417461,0.069496026,0.376494297,0.391552061,0.467515568,0.474059324,0.477935179,0.482328673,0.48210147,0.471979512,0.472704797,0.444857992,0.416812015,0.071525332,0.091845028,0.102953129,0.116228664,0.118667028,0.118667028,0.115415876,0.102411271,0.091032241,0.071254403
0.8,0.077630013,0.049919662,0.083614735,0.364131549,0.376857846,0.466037708,0.447961275,0.479309529,0.476473523,0.471078903,0.460383436,0.477686036,0.442106035,0.406851663,0.076402059,0.092386887,0.101056624,0.113248442,0.11785424,0.11785424,0.115144947,0.101869412,0.089406665,0.074776483
0.9,0.061854378,0.03743839,0.067127603,0.371385224,0.410767093,0.442628515,0.445736476,0.458571147,0.461367234,0.464334669,0.455432154,0.437818874,0.423528072,0.378831112,0.07992414,0.092115958,0.103224059,0.111081008,0.115957735,0.117041452,0.111622866,0.101598483,0.087781089,0.079653211
1,0.049082737,0.04449561,0.050073438,0.345337182,0.38267593,0.428096731,0.440234623,0.434207557,0.438362284,0.444184594,0.448170652,0.426400502,0.427750493,0.380000509,0.081278786,0.092115958,0.102953129,0.111893796,0.115144947,0.114332159,0.112977513,0.099701978,0.088864806,0.080736928
1.1,0.046105573,0.050722791,0.045108373,0.346465286,0.383300901,0.414867645,0.409224919,0.41315218,0.419223838,0.428395772,0.425032801,0.408480446,0.409637237,0.384287063,0.081549716,0.092657816,0.103224059,0.110810079,0.115144947,0.113790301,0.111622866,0.100785695,0.088864806,0.081549716
1.2,0.043451518,0.045541912,0.043000047,0.365615284,0.395829585,0.408571883,0.41476882,0.415176741,0.411117407,0.435279001,0.423521414,0.412241774,0.403134809,0.385802229,0.082091574,0.092928746,0.103494988,0.11026822,0.114603089,0.113248442,0.111622866,0.101598483,0.088593877,0.081549716
1.3,0.048095992,0.027286561,0.052590293,0.372745418,0.406058902,0.41598256,0.412067579,0.428697178,0.429483196,0.447912139,0.428107112,0.41195924,0.41009694,0.390354411,0.083446221,0.093199675,0.102953129,0.110539149,0.11406123,0.112977513,0.11026822,0.101869412,0.089135736,0.081549716
1.4,0.066268677,0.031096643,0.073864931,0.365815783,0.405586759,0.408294013,0.423167633,0.426557118,0.422774227,0.436163462,0.423553673,0.409660115,0.399268972,0.389927011,0.084259008,0.094554321,0.101869412,0.111893796,0.112164725,0.113248442,0.110539149,0.100785695,0.087781089,0.082904362
1.5,0.061763199,0.034389367,0.067675242,0.356275298,0.399015661,0.412207134,0.407980445,0.416993071,0.414970677,0.431429911,0.407107852,0.406170941,0.403345569,0.389398342,0.084259008,0.09509618,0.103494988,0.109997291,0.110810079,0.111893796,0.110810079,0.102140341,0.088052018,0.083446221
1.6,0.052523976,0.045439736,0.054053989,0.353608301,0.402900697,0.417576635,0.41296971,0.425529338,0.418666175,0.422760181,0.403370963,0.404751693,0.404391766,0.400026797,0.084259008,0.095638038,0.104036846,0.110539149,0.109997291,0.111081008,0.11026822,0.100514766,0.089135736,0.084529938
1.7,0.05056869,0.050364233,0.050612848,0.340386558,0.404249751,0.428369296,0.42484966,0.437869183,0.432433084,0.421205257,0.426163666,0.422676991,0.410358031,0.399938203,0.084529938,0.095638038,0.104307776,0.109726361,0.109997291,0.111893796,0.109726361,0.100243836,0.089677594,0.084259008
1.8,0.046091511,0.036301175,0.048205971,0.340050942,0.399425682,0.424397194,0.432603785,0.43854363,0.43573189,0.427719778,0.429905458,0.428538185,0.419610934,0.390778227,0.084800867,0.09509618,0.105120564,0.109726361,0.109184503,0.112164725,0.109997291,0.099972907,0.089135736,0.084800867
1.9,0.057358689,0.02949339,0.063376876,0.329123525,0.389442988,0.417734892,0.424151003,0.432777425,0.429811314,0.420745767,0.425936077,0.424057441,0.415225489,0.38131565,0.083988079,0.095908968,0.105662422,0.108642644,0.109726361,0.112164725,0.108642644,0.101327554,0.090761311,0.083175291
2,0.059409934,0.030073586,0.065742278,0.319102045,0.389985851,0.410400461,0.418219727,0.425351451,0.424736274,0.403643514,0.417204229,0.414500516,0.410058792,0.37212024,0.083175291,0.096721756,0.105662422,0.109184503,0.108371715,0.112435654,0.109726361,0.100514766,0.092386887,0.081820645
