tempo,v_medio,v_tipo1,v_tipo2,segregacao_global,segregacao_1,segregacao_2,segregacao_3,segregacao_4,segregacao_5,segregacao_6,segregacao_7,segregacao_8,segregacao_9,segregacao_10,axial_1,axial_2,axial_3,axial_4,axial_5,axial_6,axial_7,axial_8,axial_9,axial_10
0.1,0.05757717,0.057758762,0.057376155,0.432384067,0.450245213,0.466037849,0.465850583,0.461224347,0.462214064,0.464916763,0.465271749,0.466508789,0.467797854,0.457034534,0.086697372,0.101598483,0.101598483,0.104578705,0.103494988,0.104849634,0.104578705,0.104849634,0.100785695,0.086697372
0.2,0.057727915,0.058032349,0.057423482,0.45669109,0.453312972,0.471472338,0.468815276,0.473374161,0.476467086,0.478487219,0.478574162,0.472315277,0.474899068,0.458782761,0.086697372,0.101598483,0.101598483,0.104578705,0.103765917,0.104849634,0.104578705,0.104849634,0.100785695,0.086697372
0.3,0.057486784,0.057834324,0.057139243,0.469860346,0.460591898,0.481106972,0.469298159,0.464152495,0.477430432,0.481256309,0.467909341,0.482337014,0.487434592,0.465245435,0.086697372,0.101598483,0.101598483,0.104578705,0.103765917,0.104849634,0.104578705,0.104849634,0.100514766,0.086968301
0.4,0.056768525,0.057239811,0.056297238,0.456001983,0.442617246,0.46826348,0.469175533,0.472146817,0.468009097,0.479362998,0.468673466,0.468929363,0.476818904,0.446072927,0.086697372,0.101598483,0.101598483,0.104578705,0.103765917,0.104849634,0.104578705,0.104578705,0.100514766,0.087239231
0.5,0.054963583,0.055719619,0.054207546,0.458237632,0.453078825,0.460607916,0.46371156,0.476164426,0.472103108,0.477998248,0.47403385,0.476495263,0.477044166,0.452724263,0.086697372,0.101869412,0.101327554,0.104307776,0.104036846,0.104849634,0.104849634,0.104578705,0.100243836,0.087239231
0.6,0.054255319,0.053880417,0.05463022,0.459887545,0.44037713,0.471675799,0.468122529,0.470776002,0.461004899,0.479121828,0.472700157,0.4680913,0.477756769,0.449061116,0.087239231,0.101327554,0.101327554,0.104578705,0.103494988,0.105120564,0.104578705,0.104849634,0.100785695,0.086697372
0.7,0.057098309,0.049242729,0.06495389,0.47069803,0.463693225,0.461485578,0.456960306,0.458288724,0.4452689,0.466666391,0.47485346,0.476558767,0.47950799,0.476776994,0.089677594,0.099160119,0.101327554,0.104307776,0.103224059,0.10647521,0.103224059,0.104307776,0.099972907,0.088322948
0.8,0.072037559,0.0504833,0.093572234,0.454730492,0.436257253,0.474045904,0.458747203,0.459328548,0.458035368,0.463843256,0.462403826,0.464676963,0.462813163,0.448729206,0.090761311,0.097805473,0.102953129,0.104307776,0.101869412,0.104307776,0.105120564,0.101869412,0.098347331,0.092657816
0.9,0.087947417,0.048987937,0.126906898,0.448001104,0.426070499,0.44878382,0.446179819,0.455076089,0.447582575,0.449079906,0.445419153,0.445054125,0.456506933,0.442488251,0.093470604,0.096721756,0.1026822,0.102953129,0.1026822,0.103494988,0.102953129,0.100243836,0.099972907,0.094825251
1,0.083446285,0.043973609,0.122918961,0.430397572,0.426954951,0.444390427,0.427200308,0.444461302,0.447317386,0.449428154,0.434284664,0.438833714,0.440805469,0.424104914,0.094825251,0.097805473,0.101056624,0.101327554,0.103224059,0.103224059,0.101056624,0.099431048,0.098618261,0.099431048
