rhos,ds,Es,vs,rhop,l,Ep,vp,ep
"7576,2","6,04","1,80E+11","0,3",2500,19,"9,00E+10","0,22","0,953586086764308"
"7576,2","6,04","1,80E+11","0,3",2500,19,"9,00E+10","0,22","0,927612589543215"
"2371,3","6,51","9,00E+10","0,22",2500,3,"9,00E+10","0,22","0,691491807283521"
"2371,3","6,51","9,00E+10","0,22",2500,3,"9,00E+10","0,22","0,682575337167328"
"2371,3","6,51","9,00E+10","0,22",2500,3,"9,00E+10","0,22","0,626260197411895"
"2371,3","6,51","9,00E+10","0,22",2500,3,"9,00E+10","0,22","0,693152054108579"
"2371,3","6,51","9,00E+10","0,22",2500,3,"9,00E+10","0,22","0,683241700987259"
"2371,3","6,51","9,00E+10","0,22",2500,4,"9,00E+10","0,22","0,756529604791034"
"2371,3","6,51","9,00E+10","0,22",2500,4,"9,00E+10","0,22","0,751809411556112"
"2371,3","6,51","9,00E+10","0,22",2500,4,"9,00E+10","0,22","0,769581136258379"
"2371,3","6,51","9,00E+10","0,22",2500,4,"9,00E+10","0,22","0,800969731897233"
"2371,3","6,51","9,00E+10","0,22",2500,4,"9,00E+10","0,22","0,785135883885321"
"2371,3","6,51","9,00E+10","0,22",2500,5,"9,00E+10","0,22","0,849076105280404"
"2371,3","6,51","9,00E+10","0,22",2500,5,"9,00E+10","0,22","0,85832427104942"
"2371,3","6,51","9,00E+10","0,22",2500,5,"9,00E+10","0,22","0,852072413155287"
"2371,3","6,51","9,00E+10","0,22",2500,5,"9,00E+10","0,22","0,836106496849578"
"2371,3","6,51","9,00E+10","0,22",2500,5,"9,00E+10","0,22","0,828634988822256"
"2371,3","6,51","9,00E+10","0,22",2500,6,"9,00E+10","0,22","0,883965694378017"
"2371,3","6,51","9,00E+10","0,22",2500,6,"9,00E+10","0,22","0,874396228587912"
"2371,3","6,51","9,00E+10","0,22",2500,6,"9,00E+10","0,22","0,811257995266439"
"2371,3","6,51","9,00E+10","0,22",2500,6,"9,00E+10","0,22","0,862977797603686"
"2371,3","6,51","9,00E+10","0,22",2500,6,"9,00E+10","0,22","0,881035627102432"
"2371,3","6,51","9,00E+10","0,22",2500,8,"9,00E+10","0,22","0,901552110823776"
"2371,3","6,51","9,00E+10","0,22",2500,8,"9,00E+10","0,22","0,881016728666645"
"2371,3","6,51","9,00E+10","0,22",2500,8,"9,00E+10","0,22","0,881016728666645"
"2371,3","6,51","9,00E+10","0,22",2500,8,"9,00E+10","0,22","0,896019171834251"
"2371,3","6,51","9,00E+10","0,22",2500,8,"9,00E+10","0,22","0,921954445729289"
"2371,3","6,51","9,00E+10","0,22",2500,10,"9,00E+10","0,22","0,957427107756338"
"2371,3","6,51","9,00E+10","0,22",2500,10,"9,00E+10","0,22","0,954716321002483"
"2371,3","6,51","9,00E+10","0,22",2500,10,"9,00E+10","0,22","0,911122132685765"
"2371,3","6,51","9,00E+10","0,22",2500,10,"9,00E+10","0,22","0,919568214279174"
"2371,3","6,51","9,00E+10","0,22",2500,10,"9,00E+10","0,22","0,905955140711245"
"2371,3","6,51","9,00E+10","0,22",2500,12,"9,00E+10","0,22","0,958602586538822"
"2371,3","6,51","9,00E+10","0,22",2500,12,"9,00E+10","0,22","0,954863710632231"
"2371,3","6,51","9,00E+10","0,22",2500,12,"9,00E+10","0,22","0,962812182759479"
"2371,3","6,51","9,00E+10","0,22",2500,12,"9,00E+10","0,22","0,965335941172157"
"2371,3","6,51","9,00E+10","0,22",2500,12,"9,00E+10","0,22","0,961259386348522"
"2371,3","6,51","9,00E+10","0,22",2500,15,"9,00E+10","0,22","0,964455578858364"
"2371,3","6,51","9,00E+10","0,22",2500,15,"9,00E+10","0,22","0,965307299163423"
"2371,3","6,51","9,00E+10","0,22",2500,15,"9,00E+10","0,22","0,968984673619724"
"2371,3","6,51","9,00E+10","0,22",2500,15,"9,00E+10","0,22","0,965747549402564"
"2371,3","6,51","9,00E+10","0,22",2500,15,"9,00E+10","0,22","0,969535971483266"
"2371,3","6,51","9,00E+10","0,22",2500,19,"9,00E+10","0,22","0,97116036512018"
"2371,3","6,51","9,00E+10","0,22",2500,19,"9,00E+10","0,22","0,96160039760564"
"2371,3","6,51","9,00E+10","0,22",2500,19,"9,00E+10","0,22","0,965552518854706"
"2371,3","6,51","9,00E+10","0,22",2500,19,"9,00E+10","0,22","0,977847414993929"
"2371,3","6,51","9,00E+10","0,22",2500,19,"9,00E+10","0,22","0,973885829164498"
