0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02
2.999999999999999889e-02 0.000000000000000000e+00 1.040404040404039279e+02
5.999999999999999778e-02 0.000000000000000000e+00 1.080808080808078557e+02
8.999999999999999667e-02 0.000000000000000000e+00 1.121212121212117978e+02
1.199999999999999956e-01 0.000000000000000000e+00 1.161616161616157541e+02
1.499999999999999944e-01 0.000000000000000000e+00 1.202020202020196820e+02
1.799999999999999933e-01 0.000000000000000000e+00 1.242424242424236098e+02
2.099999999999999922e-01 0.000000000000000000e+00 1.282828282828275235e+02
2.399999999999999911e-01 0.000000000000000000e+00 1.323232323232314513e+02
2.700000000000000178e-01 0.000000000000000000e+00 1.363636363636353792e+02
2.999999999999999889e-01 0.000000000000000000e+00 1.404040404040393071e+02
3.299999999999999600e-01 0.000000000000000000e+00 1.444444444444432349e+02
3.599999999999999867e-01 0.000000000000000000e+00 1.484848484848471344e+02
3.900000000000000133e-01 0.000000000000000000e+00 1.525252525252510623e+02
4.199999999999999845e-01 0.000000000000000000e+00 1.565656565656549901e+02
4.499999999999999556e-01 0.000000000000000000e+00 1.606060606060589180e+02
4.799999999999999822e-01 0.000000000000000000e+00 1.646464646464628458e+02
5.100000000000000089e-01 0.000000000000000000e+00 1.686868686868667737e+02
5.400000000000000355e-01 0.000000000000000000e+00 1.727272727272707300e+02
5.699999999999999512e-01 0.000000000000000000e+00 1.767676767676746579e+02
5.999999999999999778e-01 0.000000000000000000e+00 1.808080808080786142e+02
6.300000000000000044e-01 0.000000000000000000e+00 1.848484848484825989e+02
6.599999999999999201e-01 0.000000000000000000e+00 1.888888888888866120e+02
6.899999999999999467e-01 0.000000000000000000e+00 1.929292929292906251e+02
7.199999999999999734e-01 0.000000000000000000e+00 1.969696969696946667e+02
7.500000000000000000e-01 0.000000000000000000e+00 2.010101010100986514e+02
7.800000000000000266e-01 0.000000000000000000e+00 2.050505050505026361e+02
8.099999999999999423e-01 0.000000000000000000e+00 2.090909090909066492e+02
8.399999999999999689e-01 0.000000000000000000e+00 2.131313131313106624e+02
8.699999999999999956e-01 0.000000000000000000e+00 2.171717171717147039e+02
8.999999999999999112e-01 0.000000000000000000e+00 2.212121212121187455e+02
9.299999999999999378e-01 0.000000000000000000e+00 2.252525252525227870e+02
9.599999999999999645e-01 0.000000000000000000e+00 2.292929292929268570e+02
9.899999999999999911e-01 0.000000000000000000e+00 2.333333333333309270e+02
1.020000000000000018e+00 0.000000000000000000e+00 2.373737373737349685e+02
1.050000000000000044e+00 0.000000000000000000e+00 2.414141414141390385e+02
1.080000000000000071e+00 0.000000000000000000e+00 2.454545454545431085e+02
1.109999999999999876e+00 0.000000000000000000e+00 2.494949494949471784e+02
1.139999999999999902e+00 0.000000000000000000e+00 2.535353535353512200e+02
1.169999999999999929e+00 0.000000000000000000e+00 2.575757575757552900e+02
1.199999999999999956e+00 0.000000000000000000e+00 2.616161616161593884e+02
1.229999999999999982e+00 0.000000000000000000e+00 2.656565656565634868e+02
1.260000000000000009e+00 0.000000000000000000e+00 2.696969696969676420e+02
1.290000000000000036e+00 0.000000000000000000e+00 2.737373737373717404e+02
1.319999999999999840e+00 0.000000000000000000e+00 2.777777777777758956e+02
1.349999999999999867e+00 0.000000000000000000e+00 2.818181818181799940e+02
1.379999999999999893e+00 0.000000000000000000e+00 2.858585858585840924e+02
1.409999999999999920e+00 0.000000000000000000e+00 2.898989898989881908e+02
1.439999999999999947e+00 0.000000000000000000e+00 2.939393939393922324e+02
1.469999999999999973e+00 0.000000000000000000e+00 2.979797979797962739e+02
1.500000000000000000e+00 0.000000000000000000e+00 3.020202020202003723e+02
1.530000000000000027e+00 0.000000000000000000e+00 3.060606060606044707e+02
1.560000000000000053e+00 0.000000000000000000e+00 3.101010101010086260e+02
1.589999999999999858e+00 0.000000000000000000e+00 3.141414141414127812e+02
1.619999999999999885e+00 0.000000000000000000e+00 3.181818181818168796e+02
1.649999999999999911e+00 0.000000000000000000e+00 3.222222222222209211e+02
1.679999999999999938e+00 0.000000000000000000e+00 3.262626262626250195e+02
1.709999999999999964e+00 0.000000000000000000e+00 3.303030303030291179e+02
1.739999999999999991e+00 0.000000000000000000e+00 3.343434343434331595e+02
1.770000000000000018e+00 0.000000000000000000e+00 3.383838383838371442e+02
1.799999999999999822e+00 0.000000000000000000e+00 3.424242424242411857e+02
1.829999999999999849e+00 0.000000000000000000e+00 3.464646464646451705e+02
1.859999999999999876e+00 0.000000000000000000e+00 3.505050505050491552e+02
1.889999999999999902e+00 0.000000000000000000e+00 3.545454545454530830e+02
1.919999999999999929e+00 0.000000000000000000e+00 3.585858585858570109e+02
1.949999999999999956e+00 0.000000000000000000e+00 3.626262626262609388e+02
1.979999999999999982e+00 0.000000000000000000e+00 3.666666666666649803e+02
2.009999999999999787e+00 0.000000000000000000e+00 3.707070707070689650e+02
2.040000000000000036e+00 0.000000000000000000e+00 3.747474747474729497e+02
2.069999999999999840e+00 0.000000000000000000e+00 3.787878787878769913e+02
2.100000000000000089e+00 0.000000000000000000e+00 3.828282828282810897e+02
2.129999999999999893e+00 0.000000000000000000e+00 3.868686868686851312e+02
2.160000000000000142e+00 0.000000000000000000e+00 3.909090909090891728e+02
2.189999999999999947e+00 0.000000000000000000e+00 3.949494949494932143e+02
2.219999999999999751e+00 0.000000000000000000e+00 3.989898989898972559e+02
2.250000000000000000e+00 0.000000000000000000e+00 4.030303030303013543e+02
2.279999999999999805e+00 0.000000000000000000e+00 4.070707070707053958e+02
2.310000000000000053e+00 0.000000000000000000e+00 4.111111111111093805e+02
2.339999999999999858e+00 0.000000000000000000e+00 4.151515151515133653e+02
2.370000000000000107e+00 0.000000000000000000e+00 4.191919191919174068e+02
2.399999999999999911e+00 0.000000000000000000e+00 4.232323232323214484e+02
2.429999999999999716e+00 0.000000000000000000e+00 4.272727272727255468e+02
2.459999999999999964e+00 0.000000000000000000e+00 4.313131313131295883e+02
2.489999999999999769e+00 0.000000000000000000e+00 4.353535353535336299e+02
2.520000000000000018e+00 0.000000000000000000e+00 4.393939393939377283e+02
2.549999999999999822e+00 0.000000000000000000e+00 4.434343434343418267e+02
2.580000000000000071e+00 0.000000000000000000e+00 4.474747474747459250e+02
2.609999999999999876e+00 0.000000000000000000e+00 4.515151515151499098e+02
2.639999999999999680e+00 0.000000000000000000e+00 4.555555555555540082e+02
2.669999999999999929e+00 0.000000000000000000e+00 4.595959595959581065e+02
2.699999999999999734e+00 0.000000000000000000e+00 4.636363636363623186e+02
2.729999999999999982e+00 0.000000000000000000e+00 4.676767676767665307e+02
