,type,v:0,v:1,v:2,radius,Points:0,Points:1,Points:2
2894,1,0.033397,-0.044585,-0.0014175000000000001,0.0021,-0.044819,-0.036148,0.047088
2895,1,0.020921000000000002,-0.041922,0.026247000000000003,0.0021,-0.036964,-0.034761,0.04509
2896,1,0.036008,-0.033975,-0.00050281,0.0021,-0.033378,-0.036248,0.046682999999999995
2897,1,0.035754,-0.029843,-0.0010181,0.0021,-0.029185000000000003,-0.036157999999999996,0.046807999999999995
2898,1,0.033615,-0.025997000000000003,0.00019412,0.0021,-0.025432,-0.034208999999999996,0.045607999999999996
2899,1,0.03476,-0.026264,0.00033,0.0021,-0.026143,-0.035101,0.049648000000000005
2900,1,0.0356,-0.022758,0.00015019,0.0021,-0.022369,-0.035893,0.047931
2901,1,0.03265,-0.021553,-0.00019076,0.0021,-0.021016,-0.033333,0.044893999999999996
2902,2,0.032941000000000005,-0.017522,0.00018827,0.0021,-0.017161000000000003,-0.03331,0.046561
2903,1,0.035588999999999996,-0.018716,9.1957e-06,0.0021,-0.01826,-0.036323,0.043855
2904,1,0.035454,-0.014995,9.6945e-05,0.0021,-0.014372999999999999,-0.036387,0.045476
2905,1,0.033817,-0.014697,6.6538e-05,0.0021,-0.013852000000000001,-0.034169,0.048998
2906,1,0.034171,-0.012482,-0.00064326,0.0021,-0.011909000000000001,-0.035518,0.042191
2907,1,0.033489,-0.009626799999999998,-0.00060084,0.0021,-0.0097896,-0.034876,0.049937999999999996
2908,1,0.029677999999999996,-0.012709999999999999,-0.00079212,0.0021,-0.010199,-0.036252,0.045952
2909,1,0.033956,-0.009386700000000001,0.0035015000000000003,0.0021,-0.0076354,-0.035008,0.04287
2910,1,0.017668,0.006489,0.0058106,0.0021,-0.0070222999999999995,-0.033652,0.046799
2911,2,0.026732,-0.012274,-0.017695,0.0021,-0.0018922999999999998,-0.033839999999999995,0.048847
2912,1,0.024848,0.013762,-0.013187,0.0021,-0.0034568000000000003,-0.035192,0.045204
2913,1,0.040167,0.0055376,0.004195,0.0021,0.00071848,-0.035979000000000004,0.044312
2914,2,0.028432,-0.0018824000000000002,-0.002286,0.0021,0.0017904,-0.032094,0.045484
2915,1,0.031778,-0.0010128000000000001,-0.00010101,0.0021,0.0020981999999999997,-0.03512,0.048376999999999996
2916,2,0.030925,0.0015655999999999999,-0.00018362,0.0021,0.0047344,-0.035061,0.045112
2917,2,0.02804,0.0041913,0.0017010999999999999,0.0021,0.0065044,-0.031718,0.043292000000000004
2918,1,0.030191000000000003,0.0030399999999999997,-0.00018338,0.0021,0.005723300000000001,-0.033019,0.048648000000000004
2919,2,0.034102,0.0089975,0.00033838,0.0021,0.008970700000000002,-0.035273,0.044518
2920,2,0.031417,0.010947,0.000558,0.0021,0.010811,-0.032266,0.04679
2921,2,0.033556,0.012819999999999998,0.00033906,0.0021,0.012875999999999999,-0.034947000000000006,0.04301
2922,2,0.033839999999999995,0.014158,0.00032396,0.0021,0.014209999999999999,-0.034724,0.046983
2923,2,0.03094,0.014700999999999999,0.00044647,0.0021,0.014896000000000001,-0.031524,0.044354000000000005
2924,2,0.029494,0.015911,0.00043205,0.0021,0.015957,-0.030022000000000004,0.048126
2925,2,0.034207,0.021164,5.160899999999999e-05,0.0021,0.021724,-0.034823,0.042753
2926,2,0.033586000000000005,0.016891999999999997,-9.0394e-05,0.0021,0.017065,-0.034802,0.042876
2927,2,0.030605,0.018869999999999998,-0.00022610000000000002,0.0021,0.019388,-0.031385,0.042144
2928,2,0.032716,0.019954,-0.00041983,0.0021,0.020163999999999998,-0.033436,0.046408
2929,2,0.031983,0.022137,0.00032463,0.0021,0.022543999999999998,-0.032726,0.049791
2930,2,0.028541000000000004,0.021143000000000002,-0.00017195,0.0021,0.022996,-0.030300999999999998,0.046398
2931,2,0.030014,0.021893,0.00042993,0.0021,0.023563999999999998,-0.030998,0.0423
2932,2,0.033049,0.026108,0.00071717,0.0021,0.026585,-0.033783,0.049402999999999996
2933,2,0.033313,0.024533000000000003,0.00033417,0.0021,0.025018000000000002,-0.033763,0.045127
2934,2,0.030847000000000003,0.027844999999999998,-0.0016596,0.0021,0.028475,-0.031549,0.044252
2935,2,0.034232,0.035113,0.00086451,0.0021,0.035651999999999996,-0.034813,0.043913
2936,2,0.034637,0.029905,0.00042831,0.0021,0.030693,-0.035019,0.043451
2937,2,0.031738,0.028999999999999998,-0.00022975,0.0021,0.030813999999999998,-0.033296,0.047272
2938,2,0.029689999999999998,0.034799000000000004,0.001398,0.0021,0.034125,-0.030760000000000003,0.047754000000000005
2939,2,0.033280000000000004,0.031809,-7.7651e-05,0.0021,0.033018,-0.031545,0.043782999999999996
2940,2,0.035117,0.040119999999999996,0.0005431,0.0021,0.04059,-0.035789,0.046208
2941,2,0.032846,0.036987,0.0010953,0.0021,0.037386,-0.033389999999999996,0.047457
2942,2,0.032594,0.04337,0.0004584,0.0021,0.043767,-0.033218,0.047139999999999994
2943,2,0.028075,0.041619,0.0012203,0.0021,0.04136,-0.029223000000000002,0.042973000000000004
2944,2,0.032117,0.039066000000000004,0.00055248,0.0021,0.039344,-0.032867,0.043469
2945,2,0.030092,0.039754000000000005,0.00054938,0.0021,0.040481,-0.030626,0.046834
2946,2,0.030163,0.035605,0.0019977999999999997,0.0021,0.036738,-0.029776999999999998,0.044592
2947,2,0.034788,0.0484,0.00040781,0.0021,0.048382999999999995,-0.035251,0.042232
2948,2,0.031649000000000004,0.044009,0.00064376,0.0021,0.04417,-0.032345,0.043057
2949,2,0.028626,0.044732999999999995,-0.00010247,0.0021,0.044549,-0.029772000000000003,0.049395999999999995
2950,2,0.033727,0.048717,0.00022052,0.0021,0.049030000000000004,-0.034411000000000004,0.047333
2951,2,0.030414999999999998,0.048434,-0.00017369,0.0021,0.048484,-0.031145,0.049904000000000004
2952,2,0.030302,0.046731,0.00040419999999999996,0.0021,0.047091,-0.030969,0.045923
2953,2,0.031036,0.049874,0.00054345,0.0021,0.049923,-0.031404,0.042858
2954,2,0.035200999999999996,0.052913,0.00017632,0.0021,0.053070000000000006,-0.035671,0.046397
2955,2,0.034793,0.05584,0.00014312,0.0021,0.055992999999999994,-0.034998,0.043462
2956,2,0.031048000000000003,0.051809,0.00012365,0.0021,0.052024,-0.031521,0.046874
2957,2,0.032175999999999996,0.056471,-0.00016901,0.0021,0.056886,-0.032299,0.048419
2958,2,0.031101,0.054055,0.00027681,0.0021,0.054098,-0.03126,0.043241
2959,2,0.030761,0.057930999999999996,5.2768999999999996e-05,0.0021,0.058021,-0.030806,0.044663999999999995
2960,2,0.035460000000000005,0.058472,4.436e-05,0.0021,0.058602999999999995,-0.035705,0.046669
2961,2,0.035521,0.063363,1.979e-05,0.0021,0.063416,-0.035669,0.044667
2962,2,0.033781,0.059896000000000005,0.00012909,0.0021,0.060027,-0.034026999999999995,0.04283
2963,2,0.032405,0.061179,0.00010808,0.0021,0.061353,-0.032536,0.046522
2964,2,0.031751999999999996,0.065326,-3.4876e-06,0.0021,0.065287,-0.031969,0.044085
2965,2,0.031176,0.06589600000000001,0.00019298,0.0021,0.06553300000000001,-0.031367,0.048228
2966,2,0.028275,0.061827999999999994,0.00035334,0.0021,0.062446,-0.028919,0.044577
2967,2,0.027663,0.049644,0.00056717,0.0021,0.049918000000000004,-0.027913999999999998,0.046468999999999996
2968,2,0.026876999999999998,0.044846,0.0007758999999999999,0.0021,0.045008,-0.027679000000000002,0.044360000000000004
2969,2,0.028686,0.055223,0.00032224,0.0021,0.055087,-0.028658999999999997,0.046752999999999996
2970,2,0.027382999999999998,0.051661,0.00024385,0.0021,0.051907,-0.027708,0.042775
2971,2,0.027442,0.056071,0.00045927,0.0021,0.056102,-0.027573,0.042802999999999994
2972,2,0.029664,0.056172,0.00023809,0.0021,0.055800999999999996,-0.025214,0.049041
2973,2,0.028687999999999998,0.057427,0.00018424,0.0021,0.058404,-0.028495,0.049319999999999996
2974,2,0.027520999999999997,0.062398,-6.5913e-05,0.0021,0.063011,-0.027705,0.048549
2975,2,0.026806,0.058537,0.00019074,0.0021,0.058924000000000004,-0.026444,0.045699000000000004
2976,2,0.026737999999999998,0.060149,2.5251e-05,0.0021,0.060070000000000005,-0.026788,0.041678
2977,2,0.025977999999999998,0.064009,6.1092e-05,0.0021,0.064148,-0.025911,0.042141000000000005
2978,2,0.024299,0.063747,0.00027103,0.0021,0.064162,-0.024503,0.046095
2979,2,0.028061000000000003,0.066852,0.00039185,0.0021,0.066777,-0.028348,0.045582
2980,2,0.027749,0.067453,0.00019975,0.0021,0.067041,-0.027708999999999998,0.04972
2981,2,0.024876,0.06885,-0.00073308,0.0021,0.06836,-0.024506,0.046159
2982,2,0.024566,0.068053,0.00023186,0.0021,0.068276,-0.024708,0.041969
2983,1,0.066151,-0.029868000000000002,5.4761999999999995e-05,0.0021,-0.029872000000000003,-0.06616699999999999,0.056615
2984,1,0.066987,-0.027822000000000003,5.6361000000000005e-05,0.0021,-0.027844,-0.066991,0.05305599999999999
2985,1,0.067759,-0.025996,6.3115e-05,0.0021,-0.026004000000000003,-0.067755,0.056862
2986,1,0.06840700000000001,-0.024428000000000002,5.5093e-05,0.0021,-0.024437,-0.068411,0.051111000000000004
2987,1,0.069155,-0.022616999999999998,6.080899999999999e-05,0.0021,-0.022626,-0.06914,0.054816
2988,1,0.069888,-0.020511,5.3518999999999994e-05,0.0021,-0.020538999999999998,-0.069884,0.051233
2989,1,0.070306,-0.018609,4.586399999999999e-05,0.0021,-0.018612,-0.07029500000000001,0.055078999999999996
2990,1,0.07073,-0.016444999999999998,3.2288e-05,0.0021,-0.016465999999999998,-0.070716,0.05151
2991,1,0.067374,-0.015991,7.916e-05,0.0021,-0.015977,-0.067362,0.05642899999999999
2992,1,0.071107,-0.014500999999999998,3.1355999999999996e-05,0.0021,-0.014499000000000001,-0.071102,0.055198000000000004
2993,1,0.06674,-0.017674000000000002,9.5263e-05,0.0021,-0.017671,-0.066719,0.051716
2994,1,0.066107,-0.019804,0.00010915,0.0021,-0.019805,-0.06608,0.05532
2995,1,0.06689500000000001,-0.013675999999999999,6.8865e-05,0.0021,-0.013669,-0.066865,0.052969
2996,1,0.070624,-0.012301000000000001,2.5778000000000003e-05,0.0021,-0.012315999999999999,-0.070607,0.051660000000000005
2997,1,0.068244,-0.011953,6.057e-05,0.0021,-0.011936,-0.068266,0.056858000000000006
2998,1,0.073216,-0.010067,0.0024820999999999997,0.0021,-0.0098572,-0.071995,0.054986
2999,1,0.067886,-0.009591500000000001,5.17e-05,0.0021,-0.009589799999999999,-0.06789500000000001,0.05329
3000,1,0.072233,-0.0087039,2.4386e-05,0.0021,-0.0087179,-0.072238,0.050368
3001,1,0.068699,-0.0078125,4.825899999999999e-05,0.0021,-0.0077989999999999995,-0.06876,0.056978999999999995
3002,1,0.070463,-0.0063091,5.4835e-05,0.0021,-0.0063159999999999996,-0.070493,0.053305
3003,1,0.067302,-0.006466500000000001,2.6504000000000002e-05,0.0021,-0.0064543000000000005,-0.067375,0.050513
3004,1,0.07254400000000001,-0.006101,2.2603e-05,0.0021,-0.0060886000000000004,-0.072575,0.056911
3005,1,0.065871,-0.0058365000000000005,5.1093999999999996e-05,0.0021,-0.005816300000000001,-0.065988,0.054541
3006,1,0.068763,-0.003654,3.297e-05,0.0021,-0.003639,-0.068877,0.056612
3007,1,0.072515,-0.0022765999999999997,1.618e-05,0.0021,-0.0022675,-0.072558,0.053374
3008,1,0.068496,-0.0027929,4.8546000000000006e-05,0.0021,-0.0027878,-0.068594,0.052141
3009,1,0.072517,-0.0019855,6.1267999999999995e-06,0.0021,-0.0019617999999999997,-0.072576,0.057540999999999995
3010,1,0.068704,0.00048515,2.4233000000000003e-05,0.0021,0.00053058,-0.068857,0.056837
3011,1,0.072479,0.0014918,2.163e-05,0.0021,0.0015175999999999998,-0.072555,0.055170000000000004
3012,1,0.072478,0.0013092,3.0370999999999998e-05,0.0021,0.0012739000000000001,-0.072543,0.050987
3013,1,0.067544,0.0012454,5.1583000000000004e-05,0.0021,0.0012835000000000001,-0.067719,0.051926
3014,1,0.072473,0.0049879,1.8334e-05,0.0021,0.0050314999999999995,-0.072564,0.052871
3015,1,0.072466,0.005204,6.245e-06,0.0021,0.005246100000000001,-0.07254400000000001,0.057057000000000004
3016,1,0.068784,0.004116300000000001,1.7877000000000002e-05,0.0021,0.0041953,-0.06897,0.05480499999999999
3017,1,0.068815,0.0049991,5.1958e-05,0.0021,0.0050543,-0.069,0.050695
3018,2,0.065336,0.0078143,4.4571e-06,0.0021,0.0079347,-0.06563300000000001,0.055484000000000006
3019,2,0.072146,0.0087512,4.8967e-06,0.0021,0.0088006,-0.072242,0.054659000000000006
3020,2,0.072122,0.008917200000000002,2.9879e-05,0.0021,0.008938799999999998,-0.072215,0.050293
3021,2,0.068365,0.0086414,2.8591999999999997e-05,0.0021,0.008734700000000001,-0.068591,0.052635
3022,2,0.06764400000000001,0.011178,-3.6544e-05,0.0021,0.011265,-0.067924,0.056597
3023,2,0.065116,0.011294,4.0719e-05,0.0021,0.011425,-0.065425,0.053175
3024,2,0.07142799999999999,0.012324,2.5306999999999997e-05,0.0021,0.012365000000000001,-0.071539,0.052586
3025,2,0.07108300000000001,0.013838,-1.2358e-05,0.0021,0.013853,-0.071213,0.05683200000000001
3026,2,0.06791900000000001,0.014438999999999999,6.738e-05,0.0021,0.014556,-0.068159,0.053602
3027,2,0.070677,0.015913999999999998,5.0497e-05,0.0021,0.015984,-0.070772,0.050622
3028,2,0.066483,0.018255,8.0967e-05,0.0021,0.018389,-0.066713,0.054398
3029,2,0.07031699999999999,0.017848,1.5394000000000002e-05,0.0021,0.017927000000000002,-0.070421,0.056215
3030,2,0.069914,0.019794,5.959e-05,0.0021,0.019891,-0.07001900000000001,0.051954999999999994
3031,2,0.065859,0.019732,0.00012890000000000002,0.0021,0.019877000000000002,-0.066099,0.050539999999999995
3032,2,0.069324,0.021978,3.8309e-05,0.0021,0.022038,-0.06943400000000001,0.055497000000000005
3033,2,0.065696,0.020941,5.5478e-05,0.0021,0.021051,-0.065943,0.05753099999999999
3034,2,0.06854299999999999,0.023857,6.6667e-05,0.0021,0.023941999999999998,-0.06862,0.05171799999999999
3035,2,0.06766699999999999,0.025994,4.5178999999999996e-05,0.0021,0.026083,-0.06772,0.055209
3036,2,0.066094,0.029793,6.8236e-05,0.0021,0.029899000000000002,-0.066147,0.054488
3037,2,0.065902,0.030267000000000002,7.9992e-05,0.0021,0.030361000000000003,-0.065975,0.050331
3038,1,0.062391999999999996,-0.03717,2.9687e-05,0.0021,-0.03714,-0.06244500000000001,0.05524
3039,1,0.060154,-0.040558,5.3207e-05,0.0021,-0.040511,-0.060187,0.054237
3040,1,0.059724,-0.036420999999999995,-2.8514000000000002e-05,0.0021,-0.036451,-0.059749000000000003,0.050858999999999994
3041,1,0.063641,-0.035286,-2.1637e-06,0.0021,-0.035308,-0.063671,0.051681
3042,1,0.064606,-0.033574,4.6476999999999996e-05,0.0021,-0.033574,-0.06462999999999999,0.055414
3043,1,0.060551,-0.033609,7.1141e-05,0.0021,-0.033585000000000004,-0.060652,0.054009
3044,1,0.065462,-0.031519,2.2109e-05,0.0021,-0.031549,-0.065489,0.051841
3045,1,0.061497,-0.031729,7.4356e-06,0.0021,-0.031846,-0.06160499999999999,0.050316
3046,1,0.062161,-0.030955,0.00018145,0.0021,-0.030954000000000002,-0.062196,0.057613
3047,1,0.062939,-0.028988,0.00011889,0.0021,-0.028983999999999996,-0.063016,0.053999
3048,1,0.058455999999999994,-0.030018,9.9125e-05,0.0021,-0.030004000000000003,-0.05859299999999999,0.053444000000000005
3049,1,0.059846,-0.02715,0.00016768,0.0021,-0.027103,-0.059967999999999994,0.05613200000000001
3050,1,0.06375,-0.026723,0.00012535,0.0021,-0.026720999999999998,-0.063776,0.057954
3051,1,0.060186,-0.026547,0.00013027,0.0021,-0.026498,-0.060309,0.052001
3052,1,0.064666,-0.024625,0.00014957,0.0021,-0.024654,-0.064625,0.054407000000000004
3053,1,0.061252999999999995,-0.02326,0.00016924,0.0021,-0.023229,-0.061352,0.056863
3054,1,0.061346000000000005,-0.022632,9.570600000000001e-05,0.0021,-0.022539,-0.061439999999999995,0.052666
3055,1,0.065362,-0.021656,9.686200000000001e-05,0.0021,-0.021622,-0.065372,0.051612
3056,1,0.065322,-0.02283,0.00012892,0.0021,-0.022831999999999998,-0.065327,0.058122
3057,1,0.062199000000000004,-0.019163999999999997,0.00010513,0.0021,-0.019142,-0.062223,0.056981
3058,1,0.060445000000000006,-0.018550999999999998,5.967e-05,0.0021,-0.018452,-0.06057100000000001,0.052761
3059,1,0.063743,-0.016342,7.264e-05,0.0021,-0.016288,-0.06377000000000001,0.054348
3060,1,0.063532,-0.014837999999999999,4.1694e-05,0.0021,-0.014768,-0.06361900000000001,0.050460000000000005
3061,1,0.060307000000000006,-0.015491,5.1593999999999994e-05,0.0021,-0.015388999999999998,-0.060364999999999995,0.056607000000000005
3062,1,0.064033,-0.013997999999999998,6.142100000000001e-05,0.0021,-0.013969,-0.064079,0.058075999999999996
3063,1,0.058915999999999996,-0.014188,-2.9209e-05,0.0021,-0.014015000000000001,-0.059053999999999995,0.052773
3064,1,0.062353,-0.012421,2.265e-05,0.0021,-0.012338,-0.062421000000000004,0.054598
3065,1,0.06434,-0.010773,3.1829e-05,0.0021,-0.010724,-0.064399,0.051296
3066,1,0.05972,-0.010027,-9.615199999999999e-06,0.0021,-0.009854799999999999,-0.059916,0.052332000000000004
3067,1,0.064876,-0.009517200000000002,6.1094e-05,0.0021,-0.0094751,-0.064966,0.056273000000000004
3068,1,0.060921,-0.0079998,3.4331999999999996e-05,0.0021,-0.007903799999999999,-0.061136,0.055838
3069,1,0.058419000000000006,-0.011738,-3.2137000000000002e-06,0.0021,-0.011571,-0.058616999999999995,0.056152
3070,1,0.062697,-0.0069859,2.0762e-05,0.0021,-0.0069021,-0.06285700000000001,0.051997
3071,1,0.0586,-0.0057316,1.2635999999999999e-05,0.0021,-0.0054802,-0.058937,0.052342999999999994
3072,1,0.06185,-0.0038033,0.00010520000000000001,0.0021,-0.0038558999999999998,-0.062046000000000004,0.055197
3073,1,0.064247,-0.0030588,3.438e-05,0.0021,-0.00303,-0.06443,0.05184400000000001
3074,1,0.064813,-0.0030646000000000002,2.7883e-05,0.0021,-0.0030721,-0.06499400000000001,0.058077
3075,1,0.0586,-0.0029993000000000003,-2.6465e-05,0.0021,-0.002925,-0.058998,0.057975
3076,1,0.06005800000000001,-0.0017479,1.5422e-05,0.0021,-0.0015792,-0.060388,0.052014
3077,1,0.06495,-0.00028895,2.1300999999999998e-05,0.0021,-0.00025576,-0.065189,0.055
3078,1,0.06166,-6.9209e-05,-6.0253e-06,0.0021,-3.331e-05,-0.062013,0.057712
3079,1,0.063305,0.00093863,3.3819e-05,0.0021,0.0010279000000000002,-0.063582,0.051375
3080,1,0.060822,0.0027168,3.8683e-06,0.0021,0.0028698,-0.061194000000000005,0.054254
3081,1,0.058753,0.0029465,-6.3191e-05,0.0021,0.0031024,-0.059173,0.057892
3082,1,0.064782,0.0037893999999999996,-1.226e-05,0.0021,0.003894,-0.065052,0.057615
3083,1,0.06473200000000001,0.004215699999999999,1.574e-05,0.0021,0.0043308999999999995,-0.06503400000000001,0.053451
3084,2,0.061687,0.007054,1.7548e-05,0.0021,0.0072120000000000005,-0.062079999999999996,0.052842999999999994
3085,2,0.060240999999999996,0.0067488,-1.7818e-05,0.0021,0.0069088000000000005,-0.060658000000000004,0.05701799999999999
3086,2,0.064855,0.0080883,4.4411000000000006e-05,0.0021,0.0081788,-0.065177,0.050199
3087,2,0.06442200000000001,0.014299000000000001,4.4047e-05,0.0021,0.014457,-0.064747,0.055987999999999996
3088,2,0.061577999999999994,0.010387,2.0706e-06,0.0021,0.010542000000000001,-0.061974,0.055376999999999996
3089,2,0.061373000000000004,0.010854,7.0437e-05,0.0021,0.011036,-0.061769000000000004,0.051184
3090,2,0.058999,0.014224,0.00013755,0.0021,0.014462000000000001,-0.059423000000000004,0.050699
3091,2,0.060190999999999995,0.014184,2.8656999999999997e-05,0.0021,0.014344999999999998,-0.060592999999999994,0.056468
3092,2,0.062787,0.015347,0.00010113,0.0021,0.015544,-0.063135,0.052288
3093,2,0.058648,0.017019,9.1191e-05,0.0021,0.017208,-0.059040999999999996,0.053821
3094,2,0.06244500000000001,0.017434,3.2513e-05,0.0021,0.017578,-0.062787,0.05798300000000001
3095,2,0.062333000000000006,0.019093000000000002,0.00012121,0.0021,0.01927,-0.062655,0.054148
3096,2,0.061736,0.018699,0.00018918,0.0021,0.01892,-0.062073,0.050018
3097,2,0.059153,0.020253999999999998,8.6167e-05,0.0021,0.020409,-0.059522000000000005,0.056670000000000005
3098,2,0.064982,0.022414,0.00012228,0.0021,0.022575,-0.06519900000000001,0.053707000000000005
3099,2,0.060423000000000004,0.022116,0.00018201,0.0021,0.022328999999999998,-0.060752,0.05204299999999999
3100,2,0.06451799999999999,0.025711,6.2156e-05,0.0021,0.025856999999999998,-0.064664,0.058072000000000006
3101,2,0.061527,0.023678,0.00013412,0.0021,0.023865,-0.061797000000000005,0.055783000000000006
3102,2,0.06404299999999999,0.026785000000000003,0.00015835,0.0021,0.026958,-0.064174,0.052272000000000006
3103,2,0.058052,0.025075999999999998,0.00013204,0.0021,0.025247,-0.058385,0.057754
3104,2,0.05927999999999999,0.026297000000000004,0.00020488,0.0021,0.026525999999999997,-0.059533,0.053440999999999995
3105,2,0.06226,0.028319,0.00013935,0.0021,0.02851,-0.062409000000000006,0.055751
3106,2,0.06471299999999999,0.033106000000000003,7.5442e-05,0.0021,0.033206,-0.064778,0.056642
3107,2,0.06451799999999999,0.033551,7.7692e-05,0.0021,0.033643,-0.06458,0.052489
3108,2,0.061749,0.030282,0.00021181,0.0021,0.030462,-0.061884,0.052012
3109,2,0.058798,0.030579000000000002,0.00020905,0.0021,0.030822000000000002,-0.05899600000000001,0.055039
3110,2,0.058130999999999995,0.032288,0.00023625,0.0021,0.032536,-0.058309,0.051286
3111,2,0.060562,0.033661,0.00017802,0.0021,0.033866,-0.06072,0.057339
3112,2,0.058662,0.035947,0.00019454,0.0021,0.036173000000000004,-0.058821000000000005,0.053295
3113,2,0.062696,0.03659,8.2765e-05,0.0021,0.036711,-0.062743,0.054640999999999995
3114,2,0.061666,0.038129,7.1151e-05,0.0021,0.038234,-0.061728,0.050872
3115,2,0.060320000000000006,0.040057,0.00010367,0.0021,0.040185000000000005,-0.060405999999999994,0.054342999999999995
3116,2,0.05798300000000001,0.043594,9.5431e-05,0.0021,0.043709,-0.058055999999999996,0.055608000000000005
3117,1,0.052124000000000004,-0.050367,0.00020162,0.0021,-0.050372,-0.05223,0.050657
3118,1,0.053046,-0.049457999999999995,3.9382e-05,0.0021,-0.049507999999999996,-0.053098,0.054659000000000006
3119,1,0.055338,-0.047227,4.8352e-05,0.0021,-0.047264,-0.055332000000000006,0.051119
3120,1,0.055976,-0.046568,3.8962e-05,0.0021,-0.046554000000000005,-0.056028999999999995,0.055189999999999996
3121,1,0.058214999999999996,-0.043470999999999996,6.7374e-05,0.0021,-0.043431,-0.058242999999999996,0.051959000000000005
3122,1,0.053653,-0.043945,0.00016305,0.0021,-0.043864999999999994,-0.053717999999999995,0.057416999999999996
3123,1,0.052075,-0.045666000000000005,0.00016671,0.0021,-0.045667,-0.052145000000000004,0.053318
3124,1,0.05823099999999999,-0.043387,4.9675e-05,0.0021,-0.043352,-0.05829500000000001,0.056669000000000004
3125,1,0.054536,-0.04238,0.00015597,0.0021,-0.042286000000000004,-0.054588,0.053639
3126,1,0.056733000000000006,-0.038984,7.1105e-05,0.0021,-0.038918,-0.056760000000000005,0.05243300000000001
3127,1,0.056066,-0.036702,0.00013959999999999998,0.0021,-0.036616,-0.05621,0.05690599999999999
3128,1,0.052904,-0.03893,0.00020086,0.0021,-0.038791,-0.053012000000000004,0.055314
3129,1,0.053175,-0.03782,4.0303000000000004e-05,0.0021,-0.037751,-0.053167,0.050634
3130,1,0.056576,-0.034841000000000004,9.195799999999999e-05,0.0021,-0.034776999999999995,-0.056718,0.053188
3131,1,0.052426,-0.035049000000000004,0.00013605,0.0021,-0.034955,-0.052568,0.053703999999999995
3132,1,0.053817,-0.033115,0.00019055,0.0021,-0.033043,-0.053998000000000004,0.057151
3133,1,0.057935,-0.032191000000000004,0.00014969999999999998,0.0021,-0.032157,-0.058075,0.056983000000000006
3134,1,0.054357,-0.031272,0.00011786,0.0021,-0.031188999999999998,-0.054582000000000006,0.053315999999999995
3135,1,0.051403,-0.030039999999999997,6.4742e-05,0.0021,-0.029979000000000002,-0.051734,0.050502
3136,1,0.055821,-0.028585000000000003,0.00017877,0.0021,-0.028535,-0.055975,0.056366999999999993
3137,1,0.055886,-0.02785,5.3698e-05,0.0021,-0.027816000000000004,-0.056091999999999996,0.05089
3138,1,0.052628999999999995,-0.027491,0.00011338,0.0021,-0.027362,-0.052897,0.053573
3139,1,0.056744,-0.024928,0.00017565,0.0021,-0.024817,-0.056964999999999995,0.053873000000000004
3140,1,0.056884000000000004,-0.024984,0.00017664,0.0021,-0.024887,-0.057047,0.058136
3141,1,0.053511,-0.022916,2.8256e-05,0.0021,-0.02275,-0.053853,0.050627
3142,1,0.053111,-0.024009,0.00010411,0.0021,-0.023844,-0.053375,0.055796000000000005
3143,1,0.05734500000000001,-0.021330000000000002,6.565e-05,0.0021,-0.021203,-0.05757999999999999,0.051757000000000004
3144,1,0.057562,-0.021396000000000002,0.00011294,0.0021,-0.021311,-0.057714999999999995,0.056051
3145,1,0.053855999999999994,-0.020408000000000003,2.3563e-05,0.0021,-0.020181,-0.054152,0.053926
3146,1,0.052479,-0.019027000000000002,6.9381e-05,0.0021,-0.018691,-0.052828999999999994,0.05012
3147,1,0.054328999999999995,-0.018319,2.0095e-05,0.0021,-0.018071,-0.05455499999999999,0.058048
3148,1,0.056905,-0.017562,4.647899999999999e-05,0.0021,-0.017352,-0.057116,0.054823000000000004
3149,1,0.055253,-0.016025,3.0441e-05,0.0021,-0.015740999999999998,-0.055548,0.051288
3150,1,0.051922,-0.016817,-2.2563e-05,0.0021,-0.016462,-0.05224500000000001,0.053965
3151,1,0.050998,-0.020704,-2.7689000000000002e-05,0.0021,-0.020452,-0.051126,0.056821
3152,1,0.054719000000000004,-0.014138999999999999,-1.9605999999999998e-05,0.0021,-0.01383,-0.055035,0.055659
3153,1,0.051777,-0.013659000000000001,-2.9441999999999997e-05,0.0021,-0.013201,-0.052189,0.051347000000000004
3154,1,0.055522,-0.010941,-3.9284e-05,0.0021,-0.010598999999999999,-0.055879,0.053136
3155,1,0.05464,-0.010499,-4.436e-05,0.0021,-0.010245,-0.055011000000000004,0.057814
3156,1,0.056627,-0.007624,-1.7055e-05,0.0021,-0.0073616,-0.05701799999999999,0.055536
3157,1,0.05135700000000001,-0.009988,-0.00017027,0.0021,-0.0094337,-0.051865999999999995,0.053163999999999996
3158,1,0.050602,-0.01295,-3.7724e-05,0.0021,-0.01248,-0.051088,0.055998
3159,1,0.052378999999999995,-0.0073579,-0.00012151,0.0021,-0.0069223,-0.052948,0.056352
3160,1,0.053896000000000006,-0.0067398,-2.3415e-05,0.0021,-0.0061593,-0.054395000000000006,0.052501
3161,1,0.054939999999999996,-0.0036736999999999994,-5.6303999999999995e-05,0.0021,-0.0034943000000000005,-0.055428,0.055771
3162,1,0.055787,-0.0026838,4.4683999999999994e-06,0.0021,-0.0022973000000000004,-0.056261,0.051838
3163,1,0.051695000000000005,-0.003815,5.0388e-05,0.0021,-0.0028719,-0.052171,0.051164999999999995
3164,1,0.057395,-0.00035534,3.8845e-06,0.0021,-0.00015426,-0.057865999999999994,0.055062
