tempo,v_medio,v_tipo1,v_tipo2,segregacao_global,segregacao_1,segregacao_2,segregacao_3,segregacao_4,segregacao_5,segregacao_6,segregacao_7,segregacao_8,segregacao_9,segregacao_10,axial_1,axial_2,axial_3,axial_4,axial_5,axial_6,axial_7,axial_8,axial_9,axial_10
0.1,0.058512814,0.058572066,0.058259985,0.42577886,0.448437137,0.463765237,0.461362819,0.463772776,0.460940238,0.461778966,0.461653027,0.470163949,0.46287527,0.463448304,0.083886481,0.098279599,0.10471417,0.106881604,0.106542942,0.10559469,0.107321864,0.105865619,0.098381198,0.082497968
0.2,0.058116885,0.058208716,0.057740744,0.449293053,0.468745796,0.480509474,0.474475366,0.477808193,0.475728758,0.474779915,0.474197588,0.47798875,0.47652454,0.447259441,0.083886481,0.098245733,0.104748036,0.10691547,0.106542942,0.10559469,0.107321864,0.105865619,0.098415064,0.082464102
0.3,0.057920374,0.058047918,0.057397956,0.473554798,0.478984663,0.485903027,0.476080445,0.487639915,0.488495278,0.476380564,0.474875776,0.488448643,0.478317646,0.465024575,0.083954213,0.098245733,0.104680303,0.10691547,0.106509076,0.105628556,0.107321864,0.105899485,0.098347331,0.082497968
0.4,0.056794841,0.057084471,0.055608521,0.45261731,0.461736713,0.484885284,0.469330288,0.480697848,0.480405028,0.464251709,0.465648335,0.481620539,0.482293337,0.464783788,0.083988079,0.098313465,0.104544839,0.106949336,0.10647521,0.105662422,0.107321864,0.105831753,0.098381198,0.082531834
0.5,0.050989564,0.051379605,0.04939196,0.450062593,0.447129199,0.47803354,0.47689275,0.48026461,0.481308818,0.465085287,0.468772603,0.481356411,0.477314672,0.458969358,0.084462205,0.098415064,0.10400298,0.107050935,0.106339745,0.105560824,0.107389596,0.105628556,0.098313465,0.08283663
0.6,0.046425584,0.044339391,0.05497061,0.447291548,0.45796923,0.469460304,0.478394351,0.477509812,0.475792508,0.475588747,0.477884566,0.479577968,0.479214256,0.443626273,0.086528041,0.097974804,0.103427255,0.106610675,0.105696288,0.105425359,0.10691547,0.10471417,0.097602276,0.085105662
0.7,0.055069288,0.049256963,0.078876517,0.462620264,0.466646375,0.462835347,0.47205707,0.472130211,0.475431258,0.472864778,0.471991267,0.485192254,0.482560496,0.465702349,0.090930642,0.097670008,0.101835546,0.104815768,0.104917367,0.104951233,0.10532376,0.102986995,0.097026551,0.08954213
0.8,0.059937454,0.051191931,0.095759042,0.455342695,0.476971295,0.482093197,0.479003467,0.480669563,0.475758255,0.474055224,0.472914203,0.487452994,0.478798681,0.472397001,0.097162016,0.09729748,0.099837442,0.102004877,0.104849634,0.103461122,0.102445137,0.101225955,0.095807369,0.095908968
0.9,0.041060992,0.034359208,0.068511438,0.425473148,0.451719929,0.454620373,0.456349003,0.451184093,0.451359351,0.451704751,0.452233872,0.460029436,0.459940547,0.461714842,0.101733947,0.097263614,0.099160119,0.100717963,0.102783798,0.102411271,0.101395286,0.098313465,0.095163912,0.101056624
1,0.05030063,0.051233233,0.046480697,0.428788372,0.444197256,0.440383321,0.442476513,0.441062473,0.44104306,0.443715399,0.443200686,0.443760705,0.444740467,0.445640911,0.103833649,0.097365213,0.098787591,0.099837442,0.102106475,0.101124357,0.100108372,0.098652127,0.095570306,0.102614468
1.1,0.050404956,0.052629362,0.041293806,0.424997205,0.433553662,0.447016091,0.439497424,0.443879364,0.444412521,0.438934238,0.428271845,0.439308991,0.438861517,0.4469793,0.104138445,0.09756841,0.098685993,0.099871309,0.101869412,0.100717963,0.100074506,0.098584394,0.095299377,0.103190192
1.2,0.028665785,0.028072189,0.031097152,0.427401403,0.433133108,0.450970682,0.440758008,0.45754756,0.438836024,0.443358428,0.437741975,0.440412615,0.446672125,0.443547154,0.104409374,0.097839339,0.098381198,0.100108372,0.101835546,0.100447033,0.099735844,0.098076402,0.096146031,0.103020862
